tweet,clean_tweet,sentiment
"@liputan6dotcom Halo tes tes tes
Sepertinya PCR akan di berlakukan wajib lagi nih! asyik ada lagi yg untung besar… https://t.co/5SROcTLBhQ",halo tes tes tes pcr berlakukan wajib nih asyik terkadang untung,Positive
"Gempa bumi berkekuatan magnitudo 4,6 mengguncang wilayah Lombok, Nusa Tenggara Barat pada hari Selasa (25/1) pagi.… https://t.co/AS9QKs6Ehy",gempa bumi berkekuatan magnitudo mengguncang wilayah lombok nusa tenggara barat daya selasa pagi,Negative
"Badan Meteorologi, Klimatologi dan Geofisika (BMKG) menyatakan, gempa bumi berkekuatan 4,6 magnitudo mengguncang wi… https://t.co/KAh4Cz3XZL",badan meteorologi klimatologi terkadang geofisika bmkg gempa bumi berkekuatan magnitudo mengguncang wi,Negative
"“Diantara sebab terbukanya (futuh) hijab ilmu itu adalah dengan menanti Guru (dimajlis ilmu)”.
Habib Umar Ben Hafidz https://t.co/HZBBrCD0oJ",terbukanya futuh hijab ilmu guru dimajlis ilmu habib umar hafidz,Neutral
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. SteffyChiBi #SUgombal,gempa terkadang berguncang mengguncang hatiku steffychibi,Negative
"@ojkindonesia Kalau pengawasan Modal Ventura itu ke siapa pak @ojkindonesia  maaf serius nanya ? 

#TikusIstana… https://t.co/OdTRqvq52J",pengawasan modal ventura kedalaman maaf serius,Positive
Gempa terjadi sekitar pukul 05.14 WITA pada Selasa (25/1/2022). Gempa berkekuatan 4.6 magnitudo itu berpusat di Kab… https://t.co/VIcGf1q9sP,gempa wita selasa gempa berkekuatan magnitudo berpusat kab,Negative
"Kaget tdi pagi ada gempa trus aku posisiny lgi setengah sadar pas keluar :""",terkejut pagi terkadang gempa posisiny lgi sadar,Neutral
@YuliPita2 Gempa hancurkan masjid al_fatih diistanbul yg baru selesai dibangun https://t.co/SWhUvuNIjw,gempa hancurkan masjid alfatih diistanbul selesai dibangun,Neutral
Masih jan 2022 tapi perasaan dh banyak banget gempa,januari perasaan gempa,Negative
Reaksi pas gempa orang indo vs AS https://t.co/GBDH9qYbqA,reaksi gempa orang indo vs,Negative
"Gempa Lombok menyisakan banyak kenangan didalamnya 
Thn 2018 dana gempa smpt2 nya tega mencuri hak hak orang susah",gempa lombok menyisakan kenangan didalamnya dana gempa smpt tega mencuri hak hak orang susah,Negative
"Apa kabar perkara Denny Siregar pak Kapolri @ListyoSigitP 
Sudah masuk Peti Es, Kulkas, atau ke laut ?… https://t.co/W4a6u18ckP",kabar perkara denny siregar kapolri masuk peti bergeser kulkas kedalaman barat laut,Neutral
"Gempa 4,6 M Guncang Lombok https://t.co/OFn80p3fFd https://t.co/Xz2OtL2BSc",gempa guncang lombok,Negative
"—B. Struktur Bumi
1. Inti Bumi
kedalaman &gt;2.900 km
tersusun atas besi, silika, nikel dan sulfur

2. Mantel Bumi
ked… https://t.co/LqTu7HsHRw",struktur bumi inti bumi kedalaman tersusun besi silika nikel terkadang sulfur mantel bumi kedalaman,Neutral
"Ditandai Peletakan Batu Pertama, Ratusan Rumah Korban Gempa Bumi di Lumajang Mulai Diperbaiki https://t.co/ZWF9HlKtr7 via @TribunJatim",ditandai peletakan batu ratusan rumah korban gempa bumi lumajang diperbaiki via,Negative
Ngerasain gempa di lokasi yg pernah jd pusat gempa besar👍 paham ga si wkwkw pokoknya sangat kembelas dan gemeter😩😣,merasakan gempa lokasi pusat gempa paham pokoknya kembelas terkadang gemeter,Negative
"Gempa 4,6 magnitudo guncang Lombok https://t.co/lUWYM7IWsJ",gempa magnitudo guncang lombok,Negative
"@FPD_DPR @panca66 @DPR_RI @PDemokrat @BennyHarmanID Fakir miskin dan anak-anak terlantar dipelihara panti asuhan

B… https://t.co/Cn4VlCqIkL",dpr ri fakir miskin terkadang anakanak terlantar dipelihara panti asuhan,Negative
"@naxcie Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/oIfWY1wJmL",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@lixttlemonster eh gempa di mana?,gempa,Negative
@julioulquiorra_ Iya gempa,iya gempa,Negative
"Harus siap"" udah banyak gempa",gempa,Negative
indonesia gempa mulu anying pindah isekai aja apa ya gua,indonesia gempa pindah isekai berguncang,Negative
@Gempa_Tsunami Semoga tidak berdampak serius dari gempa tersebut. Aamiin,tsunami semoga berdampak serius gempa aamiin,Neutral
Gempa bumi dan update status adalah hal yg tidak bs dipisahkan #AnuNgawur,gempa bumi terkadang update status bs dipisahkan,Negative
"BMKG melaporkan adanya gempa bumi magnitudo 4,6 mengguncang Lombok, NTB pada Selasa (25/1) pagi dengan kedalaman 10… https://t.co/t08oXumlk8",bmkg melaporkan gempa bumi magnitudo mengguncang lombok ntb selasa pagi kedalaman,Neutral
@rio_son_of_odin Gempa dimana,sonofodin gempa dimana,Negative
"Bencana sesungguhnya yang terjadi di suatu negeri bukan lah banjir atau gempa bumi. 
Tetapi ketika Allah jadikan ma… https://t.co/mLSWdsELmc",bencana sesungguhnya berguncang negeri banjir gempa bumi jadikan magnitudo,Negative
@umanggg22 Gempa katanya sih,gempa,Negative
"@dho_anshory Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/cTpXqtOTPy",anshory halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"BMKG Catat Satu Gempa Susulan Usai Lombok Barat Diguncang Gempa 4,6 Magnitudo https://t.co/ARbUIBN0Qf",bmkg catat gempa susulan lombok barat daya diguncang gempa magnitudo,Negative
"@TirfonLaziale Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/G3tuOh0lPM",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"#Lombok Diguncang #Gempa M 4,#6, Terjadi Waktu Subuh
https://t.co/WFkP8bCCtW, #Nasional – Selasa (25/1/2022) #Gempa… https://t.co/UpxtrJmBG2",diguncang subuh selasa,Negative
"@Nicho_Silalahi Belum jadi aja sudah takabur... 

#TikusIstana #IndonesiaTanpaPDIP #Pemilu2024BoikotPDIP… https://t.co/tlnyXRNn2i",silalahi takabur,Negative
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,gempa terkadang berguncang mengguncang hatiku,Negative
lah ada gempa?,terkadang gempa,Negative
heh gempa? apa gue yang kecapekan sampe pusing?,heh gempa berguncang kecapekan pusing,Negative
Jangan sampe ada gempa susulan dah trauma setraumanya ini,terkadang gempa susulan trauma setraumanya,Negative
@ikramarki Gempa di mna om,gempa mna,Negative
"#barangunik Mainan Kereta Api Susun Rail Domino Automatic https://t.co/sKAgIeNR0P #ShopeeID ada #gempa di lombok,… https://t.co/FpQQCB0RnH",mainan kereta api susun rail domino automatic terkadang lombok,Neutral
"@Ksp_keras Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/G97e0Gis3f",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Masih leger gara2 gempa td subuh 😢,leger gempa barat daya subuh,Negative
"@jerryssii pagi pagi gempa, sholat, tidur lg.",pagi pagi gempa sholat tidur,Negative
Gempa terjadi sekitar pukul 05.14 WITA pada Selasa (25/1/2022). Gempa berkekuatan 4.6 magnitudo itu berpusat di Kab… https://t.co/ww8kIDuk2m,gempa wita selasa gempa berkekuatan magnitudo berpusat kab,Negative
"@LastQuake Demi apa buka twitter tiba2 Lombok trending, pas buka threadnya ternyata ada gempa 😩, jadi bneran yg aku… https://t.co/wteF0Gqw2D",buka twitter lombok trending buka threadnya terkadang gempa bneran,Negative
tadi pagi gempa 4.7 SR dan berasa cukup kenceng ampe ngebangunin bojo. gue pas banget abis subuhan. tapi karena mas… https://t.co/YJFx5NgC7c,pagi gempa terkadang berasa kencang ngebangunin bojo habis subuhan mas,Negative
@astiwidari Semengan be gempa ngidang gen,semengan gempa ngidang gen,Negative
Hah? Gempa?,gempa,Negative
"Penjelasan BMKG Jenis Gempa Magnitudo 4,6 Guncang Lombok Barat hingga Terasa ke Bali https://t.co/LZVQYXFEHj",penjelasan bmkg jenis gempa magnitudo guncang lombok barat daya kedalaman bali,Neutral
"Gempa Magnitudo 4,6 Guncang Lombok Barat, Terasa hingga Bali https://t.co/9lRZ8UQ1R3",gempa magnitudo guncang lombok barat daya bali,Negative
"@firaaamm I am..
Aku td tu masih tidur. Kwbangun krn gempa ini.. tp melek doang, kedip2 sambil mikir ""ni bumi yg goyang apa aku yg mabok"" 🥲",barat daya tidur kwbangun gempa melek kedip berpikir bumi berguncang mabok,Negative
#barangunik #KomporMini Kotak Portable  https://t.co/i9yrl7GaBE #ShopeeID #gempa di lombok guys #staysave https://t.co/MgPuRRBLkj,kotak portable lombok guys,Neutral
Buset ngegas 😭🌝 padahal ditanyain gempa apa engga doang loh soalnya tadi liat di bmkg😩 https://t.co/N5p6NJIOE4,buset ngegas ditanyain gempa engga lihat bmkg,Negative
Kanak-kanak ketakutan #malaysiagazette https://t.co/VLxwMvMsKS,kanakkanak ketakutan,Negative
"Gempa Tektonik 4,6 Dirasakan Bali dan Lombok https://t.co/fr8ipyrCEW",gempa tektonik dirasakan bali danlombok,Negative
Warga Banten Harap Pemerintah Bantu Perbaikan Rumah Terdampak Gempa https://t.co/JzBGceC8yq,warga banten harap pemerintah bantu perbaikan rumah terdampak gempa,Positive
"BMKG Imbau Warga Waspada Gempa Susulan, Tapi Jangan Panik https://t.co/SrT9hjojPM",bmkg imbau warga waspada gempa susulan panik,Negative
"Bangunan Retak Dampak Gempa, 50 Napi Lapas Rangkasbitung Dipindahkan https://t.co/E3slHIW52t",bangunan retak dampak gempa napi lapas rangkasbitung dipindahkan,Negative
"Update Dampak Gempa Magnitudo 6,7 Guncang Lebak: 123 Rumah, 5 Sekolah dan 2 Fasilitas Ibadah Rusak https://t.co/ntOkNlBuXJ",update dampak gempa magnitudo guncang lebak rumah sekolah terkadang fasilitas ibadah rusak,Negative
"Gempa Pandeglang, Sebabkan Kerusakan Di Kabupaten Lebak https://t.co/bzI5pb1JCD",gempa pandeglang sebabkan kerusakan kabupaten lebak,Negative
"Dampak Gempa Terparah di Lebak, Begini Kerusakannya https://t.co/8bvjNB6RHD",dampak gempa terparah lebak kerusakannya,Negative
kesambet sepedaan hari ke 2 . Pasca gempa subuh td jd mengurungkan niat sepedaan ke pantai 😮‍💨 https://t.co/pqyjK2WdhL,kesambet sepedaan kedalaman pasca gempa subuh barat daya mengurungkan niat sepedaan kedalaman pantai,Negative
"Sama seperti kata UAS, isilah parlemen dengan Orang2 Ber Akhlak, tanda tangan mu akan membawa kebaikan kepada rakya… https://t.co/JxSgaBZTD3",uas isilah parlemen orang ber akhlak tanda tangan membawa kebaikan rakya,Positive
innalillahi gempa lagi ya di lombok... stay safe,innalillahi gempa berguncang lombok aman,Neutral
"#barangunik Dispenser Sabun Cuci Piring Soap Pump Holder Spons  https://t.co/KS6yBLWcCV #ShopeeID
#gempa di Lombok… https://t.co/PIt45IZ22c",dispenser sabun cuci piring soap pump holder spons lombok,Neutral
"@jescitrus Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/LxcGDbzVhJ",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Biasanya sepi, banyak yang keluar karena gempa https://t.co/3HjvBlyf73",sepi berguncang gempa,Negative
"Gempa Magnitudo 4,6 Guncang Lombok, Getaran Terasa hingga Bali https://t.co/qeXR4Htzq2 https://t.co/VuTBxXaXSd",gempa magnitudo guncang lombok getaran bali,Negative
@GLOBALAERI gempa.,gempa,Negative
baru baca lombok gempa sampe bali yg ku ingat lgsg si ninda,baca lombok gempa bali lgsg ninda,Negative
"Pagi² motong sayur pakai Parutan Sayur Alat Pemotong Sayur Serbaguna.  https://t.co/Tmed7gvdfU #ShopeeID
#gempa https://t.co/gg1nz7ahVu",pagi motong sayur pakai parutan sayur alat pemotong sayur serbaguna,Neutral
"Pagi pagi gempa, solat, war krs",pagi pagi gempa solat war krs,Negative
"@oneshootdel Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/slWj42oUol",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@powcomel Gempa di lombok,gempa lombok,Negative
"KALIMAT PENGHILANG KEKAFIRAN; ""LAA ILAAHA ILLA ALLAH"". Bersama GUS BAHA https://t.co/JCPU9hDQsv lewat @YouTube 
Gempa
Idul fitri
Polisi",kalimat penghilang kekafiran laa ilaaha illa gus baha gempa idul fitri polisi,Negative
"ᅠᅠ
ᅠ
Selamalem dom penulisnya Ona kena gempa, tpi dia ga ngrsain apa2 malah asik molor. heran :)
ᅠᅠ
ᅠ",selamalem dom penulisnya ona terkena gempa tpi ngrsain asik molor heran,Negative
"Wah tadi pagi kerasa gempa ga?
biar lebih paham cek penjelasan ahlinya yuk🙂 https://t.co/Do9BjRfyHm",pagi gempa biar paham cek penjelasan ahlinya yuk,Neutral
ehh gempa dmna,gempa dmna,Negative
Tuhkan bener td pagi gempa,tuhkan barat daya pagi gempa,Negative
"Wilayah Lombok, NTB, diguncang #gempa bermagnitudo 4,6 pada pukul 05.14 WITA. Hingga berita ini diturunkan, belum a… https://t.co/udRKbGxtpD",wilayah lombok ntb diguncang bermagnitudo wita berita diturunkan,Negative
"@wazzzzzzab Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/L5ACRrndO1",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@arghhhh____ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/VFKHXimyGG",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@wensukma Minum obat, Kak. Minum 😂😂😂😂😂

Abis itu jalan²

Klean wacana ke Sangiang, abis itu malah ada gempa di Sumu… https://t.co/3iozqYNzHQ",minum obat minum habis jalan klean wacana kedalaman sangiang habis terkadang gempa sumu,Negative
@elkzahra omg tdi ada gempa?,omg terkadang gempa,Negative
ada gempa ya,terkadang gempa berguncang,Negative
Foto Bung Karno selaku Pramuka Agung tengah melakukan pemeriksaan barisan dalam HUT Pramuka yang pertama tahun 1962… https://t.co/KcDuwnZwIk,foto karno pramuka agung pemeriksaan barisan hut pramuka berguncang,Positive
"tadi aku g mikir sgla macem lagi krn dh hafal itu fix gempa, lngsng bangun, lari smbil teriakin orng rumah dan buka… https://t.co/99BfEoVrt4",berpikir sgla macem hafal fix gempa lngsng terbangun lari smbil teriakin orng rumah terkadang buka,Negative
"Gempa berkekuatan magnitudo (M) 4,6 mengguncang Kabupaten Lombok Barat, Nusa Tenggara Barat. Pusat gempa berada di… https://t.co/lznyUF0YrE",gempa berkekuatan magnitudo mengguncang kabupaten lombok barat daya nusa tenggara barat daya pusat gempa,Negative
@qarzhy Jam brp sih ada gempa? Kok ga terasa di daerah gatsu,jam brp terkadang gempa daerah gatsu,Negative
"Info Gempa Mag:3.4 , 25-Jan-22 06:45:24 WIB, Lok:7.14 LS,113.09 BT (18 km BaratLaut SAMPANG-JATIM), Kedlmn:11 Km ::… https://t.co/puMnvJAv6D",info gempa magnitudo januari wib lokasi barat laut sampangjatim kedalaman,Negative
"gue baru on di akun sebelah trs liat trending katanya gempa di Mataram, duh stay safe ya yg dom sana",on akun sebelah lihat trending gempa mataram duh aman berguncang dom,Neutral
@Axtonnie iya subuh subuh gempa jg di sini kaget :'),iya subuh subuh gempa terkejut,Negative
"@xxurbabygurlxx Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/4ZKhkVwaHd",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@holissetyawan Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/qnRiCMWhcn",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@FbRIisme Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/8Zgjwokx1r",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"untung tadi pas gempa emang uda bangun gara2 ben pupita, kalo masi tidur kebayang ga tuh kliyengan mana ada koreo angkat bayi dulu",untung gempa terbangun pupita masi tidur kebayang kliyengan terkadang koreo angkat bayi,Negative
"Gempa td lumayan bkin lebam😌
Gara2 nyusruk dr kasur😅",gempa barat daya lumayan bkin lebam nyusruk kasur,Negative
"@taeyongn hai gempa, ntah perasaan gue atau gimana kek udah jarang keliatan",hai gempa ntah perasaan jarang keliatan,Negative
"Gempa berturut2 dengan pusat yg berbeda2 kemarin jam 6 sore d trenggalek, jam 10malem d banten, jam 2 pagi d haiti… https://t.co/clE37IdgcD",gempa pusat berbeda kemarin jam sore trenggalek jam semalam banten jam pagi haiti,Negative
@edtenals di Lombok gempa,lombok gempa,Negative
"Gempa Magnitudo 4,6 Guncang Lombok Barat https://t.co/z2dSixLA33",gempa magnitudo guncang lombok barat daya,Negative
"Terselipkan semoga baik baik saja bagi setiap saudara saudara yang mengalami gempa

🙏🏻🙏🏻 https://t.co/v72UE6788x",terselipkan semoga saudara saudara berguncang mengalami gempa,Neutral
"Hari ini, tepat tadi subuh Lombok diguncang gempa lagi, jujur gak ngerasain tapi jendela kamar getar gitu, tp karen… https://t.co/NrfCuJi4lV",subuh lombok diguncang gempa jujur merasakan jendela kamar getar karen,Neutral
"Simak HEADLINE edisi terbaru hari ini
https://t.co/3IvjGZP8su",simak headline edisi terbaru,Neutral
@ms_atiek Saya kok gak merasakan gempa ya,atiek merasakan gempa berguncang,Negative
@joyinyambat gempa jo di lombok 😟😟,gempa jo lombok,Negative
Kok aku gemeteran ya? Ini gempa apa getaran hatiku yang merindukanmu Yor ?? Teens_Yori,gemeteran berguncang gempa getaran hatiku berguncang merindukanmu yor teensyori,Negative
"@taeyongn thank you gempa, kamu juga ya semangat terus and be happy juga.",thank you gempa berguncang semangat happy,Positive
beneran gempa ternyata.. https://t.co/LBVPcUbfYf,beneran gempa,Negative
@sayanadhira seriusan ada gempa ? dimana https://t.co/dys2uxl6sQ,seriusan terkadang gempa dimana,Negative
"gempa lagi, stay safe semua",gempa aman,Neutral
@lixttlemonster hah gempa dmnaa,gempa dmnaa,Negative
"Pagi pagi dah dpt brita gempa. 
Yaallah",pagi pagi dpt brita gempa,Negative
"#Gempa dirasakan Magnitudo: 4.6, 25-Jan-22 04:14:14 WIB, Koordinat: 8.78 LS, 116.14 BT (Pusat gempa berada di darat… https://t.co/kylxX0ljKg",dirasakan magnitudo januari wib koordinat pusat gempa darat,Negative
aku gak ngerasa gempa,berasa gempa,Negative
"@jajuliahmad74 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Oh8NUgsbFa",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Hebat gempa atau Boikot korupsi, turun domokrasi, kerusakan hutan, kemiskinan meningkat, BUMN kolaps, utang nambah,… https://t.co/Q9ZVhVs5qC",hebat gempa boikot korupsi turun domokrasi kerusakan hutan kemiskinan meningkat bumn kolaps utang nambah,Negative
"Stay safe ...
.
.
.
Btw, tumben BMKG belum ngelaporin info gempa https://t.co/bbGML1TlJH",aman tumben bmkg ngelaporin info gempa,Neutral
"Gempa Magnitudo 4,6 di Lombok Barat Terasa hingga Bali https://t.co/Csuuf8YXkJ",gempa magnitudo lombok barat daya bali,Negative
"Kukira halu, ternyata beneran gempa",kukira beneran gempa,Negative
"Gempa Magnitudo 4,6 Guncang Lombok Barat #LengkapCepatBeritanya #BeritaTerkini #BeritaDaerah . https://t.co/0KcGgDDf3R",gempa magnitudo guncang lombok barat daya,Negative
Lha gempa lagi?,lha gempa,Negative
"@null Gempa Magnitudo 4,6 Guncang Lombok Barat Gempa terjadi di darat, 10 km Tenggara   https://t.co/0Fd4a8s9rI",gempa magnitudo guncang lombok barat daya gempa darat tenggara,Negative
@davidmarolop Tapi bang saya setiap hari gak pake kacamata lihat apa aja jadi goyang goyang kayak gempa. Wajar gak… https://t.co/LnBaOuTVfT,pake kacamata lihat berguncang berguncang gempa wajar,Neutral
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. teens_kikies,gempa terkadang berguncang mengguncang hatiku teenskikies,Negative
"@null Gempa Magnitudo 4,6 Guncang Lombok Barat Gempa terjadi di darat, 10 km Tenggara   https://t.co/yYWxsIZTF5",gempa magnitudo guncang lombok barat daya gempa darat tenggara,Negative
@Jxvaul Iya td pagi jg gemeteran abis gempa krn masi trauma gempa 2018.,iya barat daya pagi gemeteran habis gempa masi trauma gempa,Negative
@ayyshnta22 Kirain ada gempa dikasur😅,terkadang gempa dikasur,Negative
"@insidelombok_ Kan bener gempa, pas mo solat subuh kerasa bgt",gempa semoga solat subuh,Neutral
"Tadi gempa dong wkwkwk, auto kebangun padahal lagi mimpi, tapi gapapa setelah gempa tidur lagi terus mimpiin yesung… https://t.co/P9taYSJPnq",gempa auto terbangun mimpi gapapa gempa tidur mimpiin yesung,Negative
@RahmansyahNando Emang beneran ada gempa kok🙈,beneran terkadang gempa,Negative
"GEMPA DI NTB TERASA SAMPAI BALI

Telah terjadi gempa dengan kekuatan 4,6 Magnitudo di 10 km Tenggara Lombok Barat,… https://t.co/O0LnGraCQA",gempa ntb bali gempa kekuatan magnitudo tenggara lombok barat daya,Negative
"Selasa, 25 Jan 2022 pkl 05.14.14 WITA, Mataram &amp;Lombok Barat diguncang gempa M4,6. Epc di darat 10 km Tenggara Lomb… https://t.co/zu1sf1njsG",selasa januari pkl wita mataram amplombok barat daya diguncang gempa epc darat tenggara lomb,Negative
ada gempa kah? stay safe y'all yg di lombak dan sekitarnya.,terkadang gempa kah aman yall lombak terkadang,Neutral
"BREAKING NEWS Gempa Magnitudo 4.6 Guncang Lombok, Warga di Mataram Berhamburan Keluar Rumah https://t.co/0eC8J9rSN2 via @TribunLombokcom",breaking news gempa magnitudo guncang lombok warga mataram berhamburan rumah via,Negative
"@taeyongn met hari selasa juga kak gempa, semangat buat hari ini bahagia selalu",met selasa gempa semangat bahagia,Positive
"Bandingkan dgn Gempa di Sumur-Banten sebelumnya.....🤔
https://t.co/BMtTsYaUW3",bandingkan gempa sumurbanten,Negative
"Ketika Semuanya Terasa Begitu Abooot, Ku Coba Untuk Tetap Rapopo👍
Bupati Langkat 
IndonesiaTanpaPKS Tangkap Musni U… https://t.co/lCqacVOZZU",abooot coba rapopo bupati langkat indonesiatanpapks tangkap musni,Neutral
@MiiaMayantii Dong tiap hari gempa di daerah nya @id3pp  🤤🤤🤤,gempa daerah,Negative
"Bangun tidur buka hp pada buat status gempa di bali, aku kog gak kerasa apa2 ya. Parah nih kalau tidur begitu",terbangun tidur buka hp status gempa bali kog berguncang parah nih tidur,Negative
Ada gempa di Lombok. Jadi inget kasus korupsi dana bantuan gempa Lombok yang cuma divonis 2 tahun. Kok bisa ya? 🤔,terkadang gempa lombok inget korupsi dana bantuan gempa lombok berguncang divonis berguncang,Negative
spa yg story wa nya full update gempa,spa story full update gempa,Negative
Aya gempa deui kitu?,gempa deui kitu,Negative
Gempa lama bersemi kembali wkwk,gempa bersemi,Negative
ada gempa dimana? stay safe semuanyaa,terkadang gempa dimana aman semuanyaa,Neutral
moots! Ada yang kena gempa engga?,moots terkadang berguncang terkena gempa engga,Negative
"@muh_zaid1234 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/zW4x5XkGnF",zaid halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Gempa kah? Dimana?,gempa kah dimana,Negative
"@Silvinuraaa_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/arFqm5FmWT",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@ayyshnta22 Beneran gempa,atau gempa dikasur?",beneran gempaatau gempa dikasur,Negative
"Bismillahirrahmanirrahim..
Semoga gada gempa susulan😢",bismillahirrahmanirrahim semoga gada gempa susulan,Neutral
ada gempa lagi ya? dmn? staysafe ya yang kenaa,terkadang gempa berguncang dmn staysafe berguncang berguncang kenaa,Negative
"Gempa Magnitudo 4,6 Guncang Lombok Barat, Terasa hingga Bali https://t.co/jNG7uzw31x",gempa magnitudo guncang lombok barat daya bali,Negative
Ha? Beberapa jam lalu gempa?,jam gempa,Negative
"@DodikIskandar4 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/I4ZSeaaqHG",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"https://t.co/KGIrPhub08
Gempa bumi hari ini mengguncang lombok ntb pagi hari tadi gempa berkekuatan 4.6 sr terjadi… https://t.co/YUo6PMvH8L",gempa bumi mengguncang lombok ntb pagi gempa berkekuatan,Negative
Anj pagi2 dah gempa aja,pagi gempa,Negative
"Gempa di Mataram Selepas Subuh, Warga: Digoyang Turun-Naik https://t.co/7P4vhkbhmd #TempoTekno",gempa mataram selepas subuh warga digoyang turunnaik,Negative
"@convomfs gue pas gempa langsung bangun tapi nge bug dulu, pas selese gempa keluar kamarnya sambil kaki gemeteran😖👋",gempa langsung terbangun berasa bug selese gempa kamarnya kaki gemeteran,Negative
"Gempa Darat Mengguncang Mataram Pagi Ini, Terasa Hingga Bali https://t.co/N8UizeUSMB #TempoTekno",gempa darat mengguncang mataram pagi bali,Negative
"@arielchristiann Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/ANpP0kdwtc",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Lagi nyebrang ke bali tiba tiba gempa :)
Thanks god masih dikasi hidup https://t.co/pHk0ujGXQ1",nyebrang kedalaman bali gempa thanks god dikasi hidup,Neutral
kok pada bilang ada gempa ?,bilang terkadang gempa,Negative
"Sense ku ga salah.
Beneran gempa.",sense salah beneran gempa,Negative
"ndk bisa tidur gagara gempa :"")",ndk tidur gagara gempa,Negative
@ajeonghaseyo kakk kerasa gempa tadi????,kakk gempa,Negative
Pagi Ku cerah ku walaupun tadi gempa 😮‍💨,pagi cerah gempa,Negative
Selamat pagi. Gempa ya?,selamat pagi gempa berguncang,Neutral
eh tadi gempa kah,gempa kah,Negative
"@taeyongn Semogaaa gempa ,maaciii ya &lt;3",semogaaa gempa maaciii berguncang lt,Negative
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,gempa terkadang berguncang mengguncang hatiku,Negative
"@Jxvaul mjb, Ya Allah trauma banget aku sama gempa Lombok 2018 mana disitu posisi aku lagi di dalam mall 😭😭 semoga ngga terjadi lagi",mjb berguncang trauma gempa lombok disitu posisi mall semoga,Negative
@ratnifebri Kapan ada gempa ? Aku ga ngerasa nok 😭,terkadang gempa berasa nok,Negative
"Pagiku cerah,hariku diawali dengan gempa https://t.co/JvIJKPln5X",pagiku cerahhariku diawali gempa,Negative
HAHAHAHHAHA PADA DATENG PAGI TERMASUK AKU😭😭 Gempa membuat kami rajin sklh pagi,hahahahhaha dateng pagi gempa rajin sklh pagi,Neutral
"#Gempa Mag:4.6, 25-Jan-22 ,04:14:14 WIB, Lok:8.78 LS, 116.14 BT (Pusat gempa berada di darat 10 km Tenggara Lombok… https://t.co/JFrTUQnoDY",magnitudo januari wib lokasi pusat gempa darat tenggara lombok,Negative
